timestamp	step	train/loss
1663414619589	0	0.8820896744728088
1663414624554	1	0.7214778661727905
1663414628151	2	0.5367963314056396
1663414631084	3	0.42716172337532043
1663414634816	4	0.3560386896133423
1663414638442	5	0.3210374414920807
1663414642534	6	0.2949153780937195
1663414645148	7	0.26776477694511414
1663414648707	8	0.2466762363910675
1663414652443	9	0.23486937582492828
1663414655956	10	0.21944548189640045
1663414659857	11	0.2104189693927765
1663414663462	12	0.19159811735153198
1663414667069	13	0.18480446934700012
1663414670862	14	0.1787792146205902
1663414673457	15	0.17092832922935486
1663414677118	16	0.17204280197620392
1663414679733	17	0.16815300285816193
1663414683925	18	0.15749655663967133
1663414686523	19	0.15737032890319824
1663414690290	20	0.15340764820575714
1663414692874	21	0.14846627414226532
1663414696534	22	0.14627327024936676
1663414699136	23	0.1357145607471466
1663414702756	24	0.13324882090091705
1663414705351	25	0.12626659870147705
1663414707982	26	0.12089487165212631
1663414712249	27	0.11759910732507706
1663414715959	28	0.11701027303934097
1663414718645	29	0.11580106616020203
1663414721319	30	0.11277895420789719
1663414723969	31	0.10694755613803864
1663414726586	32	0.10522373020648956
1663414729218	33	0.10079310834407806
1663414731835	34	0.1001705750823021
1663414734562	35	0.1003519743680954
1663414737162	36	0.10314654558897018
1663414739740	37	0.0962458923459053
1663414743390	38	0.09247234463691711
1663414747074	39	0.08923168480396271
1663414750393	40	0.08406321704387665
1663414753070	41	0.08303450793027878
1663414755690	42	0.08294596523046494
1663414758326	43	0.08608457446098328
1663414760986	44	0.08084876090288162
1663414763566	45	0.0785357877612114
1663414766156	46	0.08397136628627777
1663414768826	47	0.08577343076467514
1663414771660	48	0.08310749381780624
1663414774236	49	0.07923636585474014
1663414776824	50	0.07514859735965729
1663414779725	51	0.07394319772720337
1663414782357	52	0.07178700715303421
1663414785041	53	0.07103289663791656
1663414787654	54	0.07126760482788086
1663414790232	55	0.06935150176286697
1663414792812	56	0.07012239098548889
1663414795430	57	0.07496075332164764
1663414798033	58	0.0689452514052391
1663414800637	59	0.0672435462474823
