timestamp	step	train/loss
1669662710844	0	0.9716169834136963
1669662716713	1	0.8246239423751831
1669662722312	2	0.7033263444900513
1669662728237	3	0.6558414697647095
1669662733851	4	0.6252084970474243
1669662739803	5	0.5894086360931396
1669662748093	6	0.5755549669265747
1669662753721	7	0.5393263697624207
1669662759632	8	0.5430374145507812
1669662765321	9	0.522982120513916
1669662771384	10	0.5043330788612366
1669662777169	11	0.48689624667167664
1669662782749	12	0.48927032947540283
1669662788655	13	0.4943307340145111
1669662796756	14	0.46201008558273315
1669662802636	15	0.45634686946868896
1669662808247	16	0.4590335786342621
1669662814022	17	0.4351227581501007
1669662820046	18	0.4491792321205139
1669662826194	19	0.43443939089775085
1669662831834	20	0.4304581582546234
1669662838130	21	0.43527084589004517
1669662844054	22	0.4274023473262787
1669662850076	23	0.40622881054878235
1669662855843	24	0.3969963788986206
1669662862168	25	0.40388035774230957
1669662867833	26	0.39600518345832825
1669662875470	27	0.4016459286212921
1669662881458	28	0.3910772204399109
1669662887435	29	0.37891721725463867
1669662893411	30	0.3980323374271393
1669662899301	31	0.39281824231147766
1669662905235	32	0.3864201605319977
1669662910930	33	0.37503474950790405
1669662916859	34	0.3804508149623871
1669662922832	35	0.35037851333618164
1669662928784	36	0.36409786343574524
1669662934624	37	0.3583501875400543
1669662940339	38	0.34327030181884766
1669662945996	39	0.34561148285865784
1669662951969	40	0.34558114409446716
1669662957590	41	0.3615889549255371
1669662963152	42	0.3448372781276703
1669662971180	43	0.33666208386421204
1669662976874	44	0.33511123061180115
1669662982732	45	0.3367302715778351
1669662988771	46	0.33224672079086304
1669662994706	47	0.32619813084602356
1669663000313	48	0.32559290528297424
1669663006302	49	0.29654303193092346
1669663012025	50	0.3224085867404938
1669663017859	51	0.3123844563961029
1669663024011	52	0.30081889033317566
1669663029985	53	0.3036399185657501
1669663036037	54	0.30372363328933716
1669663042093	55	0.28899872303009033
1669663047925	56	0.2894037663936615
1669663053808	57	0.29902011156082153
1669663059795	58	0.29951944947242737
1669663065838	59	0.2939067482948303
1669663071750	60	0.2976827621459961
1669663077378	61	0.3007867932319641
1669663083358	62	0.2836470901966095
1669663089081	63	0.28234660625457764
1669663095091	64	0.27923527359962463
1669663100789	65	0.29301947355270386
1669663106764	66	0.2849925458431244
1669663112806	67	0.28848937153816223
1669663118694	68	0.2902637720108032
1669663124428	69	0.28236865997314453
1669663130984	70	0.2710467576980591
1669663136925	71	0.26198849081993103
1669663142554	72	0.2639836370944977
1669663148564	73	0.25912928581237793
1669663154393	74	0.24735169112682343
1669663160262	75	0.2557867765426636
1669663166348	76	0.28025197982788086
1669663172272	77	0.24946464598178864
1669663178108	78	0.25438565015792847
1669663184439	79	0.2717892825603485
1669663190462	80	0.25186681747436523
1669663196489	81	0.24376802146434784
1669663202547	82	0.2604096233844757
1669663209652	83	0.26114240288734436
1669663215670	84	0.25049594044685364
1669663221251	85	0.2693643569946289
1669663226995	86	0.23545722663402557
1669663232951	87	0.25542744994163513
1669663238904	88	0.26400673389434814
1669663244911	89	0.24448104202747345
1669663250814	90	0.23342552781105042
1669663256823	91	0.24479590356349945
1669663262787	92	0.23835977911949158
1669663268801	93	0.2539808452129364
1669663274679	94	0.24962463974952698
1669663280294	95	0.24407553672790527
1669663286307	96	0.25648242235183716
1669663292038	97	0.2519777715206146
1669663297950	98	0.2364175170660019
1669663303935	99	0.25619158148765564
